날짜,구,지수
20161009,종로구,0.93
20161010,종로구,1.14
20161011,종로구,1.14
20161012,종로구,1.14
20161013,종로구,0.83
20161014,종로구,0.93
20161015,종로구,1.40
20161016,종로구,1.76
20161017,종로구,1.56
20161018,종로구,1.19
20161019,종로구,1.25
20161020,종로구,0.99
20161021,종로구,1.50
20161022,종로구,1.40
20161023,종로구,1.19
20161024,종로구,0.99
20161025,종로구,1.19
20161026,종로구,0.99
20161027,종로구,0.99
20161028,종로구,0.52
20161029,종로구,0.99
20161030,종로구,0.36
20161031,종로구,0.62
20161101,종로구,0.99
20161102,종로구,0.78
20161103,종로구,0.73
20161104,종로구,0.99
20161105,종로구,1.76
20161106,종로구,1.76
20161107,종로구,1.09
20161108,종로구,0.52
20161109,종로구,1.56
20161110,종로구,0.62
20161111,종로구,0.42
20161112,종로구,1.19
20161113,종로구,1.56
20161114,종로구,1.19
20161115,종로구,1.04
20161116,종로구,0.62
20161117,종로구,1.61
20161118,종로구,1.82
20161119,종로구,0.78
20161120,종로구,0.93
20161121,종로구,1.25
20161122,종로구,1.04
20161123,종로구,0.52
20161124,종로구,1.25
20161125,종로구,1.35
20161126,종로구,0.83
20161127,종로구,1.40
20161128,종로구,1.35
20161129,종로구,1.04
20161130,종로구,0.88
20161201,종로구,0.62
20161202,종로구,1.92
20161203,종로구,0.73
20161204,종로구,1.61
20161205,종로구,0.99
20161206,종로구,0.93
20161207,종로구,1.35
20161208,종로구,1.09
20161209,종로구,0.67
20161210,종로구,0.93
20161211,종로구,0.88
20161212,종로구,0.67
20161213,종로구,0.57
20161214,종로구,0.83
20161215,종로구,1.25
20161216,종로구,0.83
20161217,종로구,0.93
20161218,종로구,1.09
20161219,종로구,1.30
20161220,종로구,1.09
20161221,종로구,1.40
20161222,종로구,0.73
20161223,종로구,0.67
20161224,종로구,0.47
20161225,종로구,0.73
20161226,종로구,1.40
20161227,종로구,0.73
20161228,종로구,1.19
20161229,종로구,1.71
20161230,종로구,1.66
20161231,종로구,0.42
20170101,종로구,0.88
20170102,종로구,1.30
20170103,종로구,0.99
20170104,종로구,1.04
20170105,종로구,1.45
20170106,종로구,1.14
20170107,종로구,1.25
20170108,종로구,1.45
20170109,종로구,0.99
20170110,종로구,2.08
20170111,종로구,1.25
20170112,종로구,1.04
20170113,종로구,1.56
20170114,종로구,1.30
20170115,종로구,1.50
20170116,종로구,1.50
20170117,종로구,1.35
20170118,종로구,1.56
20170119,종로구,1.61
20170120,종로구,0.83
20170121,종로구,1.87
20170122,종로구,1.66
20170123,종로구,1.50
20170124,종로구,1.66
20170125,종로구,1.66
20170126,종로구,1.97
20170127,종로구,0.78
20170128,종로구,1.66
20170129,종로구,1.45
20170130,종로구,1.35
20170131,종로구,2.13
20170201,종로구,1.09
20170202,종로구,2.54
20170203,종로구,1.61
20170204,종로구,0.99
20170205,종로구,1.61
20170206,종로구,1.66
20170207,종로구,1.61
20170208,종로구,1.19
20170209,종로구,1.66
20170210,종로구,0.73
20170211,종로구,1.30
20170212,종로구,1.87
20170213,종로구,1.40
20170214,종로구,1.87
20170215,종로구,1.14
20170216,종로구,2.54
20170217,종로구,0.88
20170218,종로구,1.40
20170219,종로구,2.13
20170220,종로구,1.25
20170221,종로구,0.78
20170222,종로구,2.02
20170223,종로구,1.76
20170224,종로구,0.52
20170225,종로구,0.93
20170226,종로구,2.23
20170227,종로구,1.30
20170228,종로구,1.82
20170301,종로구,1.40
20170302,종로구,0.78
20170303,종로구,1.09
20170304,종로구,1.45
20170305,종로구,1.82
20170306,종로구,0.93
20170307,종로구,1.40
20170308,종로구,0.78
20170309,종로구,0.88
20170310,종로구,0.88
20170311,종로구,0.78
20170312,종로구,1.50
20170313,종로구,1.56
20170314,종로구,2.18
20170315,종로구,1.45
20170316,종로구,0.73
20170317,종로구,0.88
20170318,종로구,0.83
20170319,종로구,1.35
20170320,종로구,1.25
20170321,종로구,1.19
20170322,종로구,0.78
20170323,종로구,1.30
20170324,종로구,1.76
20170325,종로구,1.40
20170326,종로구,1.35
20170327,종로구,1.45
20170328,종로구,1.35
20170329,종로구,0.73
20170330,종로구,1.14
20170331,종로구,1.09
20170401,종로구,1.61
20170402,종로구,1.09
20170403,종로구,0.62
20170404,종로구,1.09
20170405,종로구,0.73
20170406,종로구,1.30
20170407,종로구,1.19
20170408,종로구,1.19
20170409,종로구,0.83
20170410,종로구,0.83
20170411,종로구,1.45
20170412,종로구,1.45
20170413,종로구,1.09
20170414,종로구,1.19
20170415,종로구,1.09
20170416,종로구,1.76
20170417,종로구,1.82
20170418,종로구,0.78
20170419,종로구,0.57
20170420,종로구,0.73
20170421,종로구,1.30
20170422,종로구,1.61
20170423,종로구,1.56
20170424,종로구,1.61
20170425,종로구,1.35
20170426,종로구,0.88
20170427,종로구,1.40
20170428,종로구,0.73
20170429,종로구,0.93
20170430,종로구,1.14
20170501,종로구,1.35
20170502,종로구,1.30
20170503,종로구,1.25
20170504,종로구,0.93
20170505,종로구,0.67
20170506,종로구,2.02
20170507,종로구,0.93
20170508,종로구,1.76
20170509,종로구,2.23
20170510,종로구,1.76
20170511,종로구,1.45
20170512,종로구,1.14
20170513,종로구,1.30
20170514,종로구,1.04
20170515,종로구,1.45
20170516,종로구,1.50
20170517,종로구,0.88
20170518,종로구,0.93
20170519,종로구,1.04
20170520,종로구,1.04
20170521,종로구,1.50
20170522,종로구,1.82
20170523,종로구,1.45
20170524,종로구,1.82
20170525,종로구,1.56
20170526,종로구,1.19
20170527,종로구,1.50
20170528,종로구,1.56
20170529,종로구,1.50
20170530,종로구,1.56
20170531,종로구,0.78
20170601,종로구,0.99
20170602,종로구,1.14
20170603,종로구,1.61
20170604,종로구,2.59
20170605,종로구,1.09
20170606,종로구,1.76
20170607,종로구,1.56
20170608,종로구,0.99
20170609,종로구,1.45
20170610,종로구,0.99
20170611,종로구,2.28
20170612,종로구,1.92
20170613,종로구,1.87
20170614,종로구,1.25
20170615,종로구,1.30
20170616,종로구,1.76
20170617,종로구,1.14
20170618,종로구,1.09
20170619,종로구,1.82
20170620,종로구,1.40
20170621,종로구,0.78
20170622,종로구,0.57
20170623,종로구,1.56
20170624,종로구,0.78
20170625,종로구,2.08
20170626,종로구,1.66
20170627,종로구,1.04
20170628,종로구,1.40
20170629,종로구,1.14
20170630,종로구,1.61
20170701,종로구,1.45
20170702,종로구,1.50
20170703,종로구,1.30
20170704,종로구,0.88
20170705,종로구,1.09
20170706,종로구,1.76
20170707,종로구,1.25
20170708,종로구,1.25
20170709,종로구,1.61
20170710,종로구,1.35
20170711,종로구,1.35
20170712,종로구,1.04
20170713,종로구,1.04
20170714,종로구,1.56
20170715,종로구,1.25
20170716,종로구,1.97
20170717,종로구,1.19
20170718,종로구,1.50
20170719,종로구,1.76
20170720,종로구,2.65
20170721,종로구,0.83
20170722,종로구,1.04
20170723,종로구,1.56
20170724,종로구,1.87
20170725,종로구,1.25
20170726,종로구,1.76
20170727,종로구,1.30
20170728,종로구,1.35
20170729,종로구,2.13
20170730,종로구,1.40
20170731,종로구,1.82
20170801,종로구,1.61
20170802,종로구,2.18
20170803,종로구,1.09
20170804,종로구,1.61
20170805,종로구,1.09
20170806,종로구,1.76
20170807,종로구,2.18
20170808,종로구,1.87
20170809,종로구,0.78
20170810,종로구,2.28
20170811,종로구,1.71
20170812,종로구,1.35
20170813,종로구,1.87
20170814,종로구,1.87
20170815,종로구,1.61
20170816,종로구,1.19
20170817,종로구,2.02
20170818,종로구,1.71
20170819,종로구,1.19
20170820,종로구,2.02
20170821,종로구,1.30
20170822,종로구,1.19
20170823,종로구,1.40
20170824,종로구,1.04
20170825,종로구,1.40
20170826,종로구,1.14
20170827,종로구,1.71
20170828,종로구,1.92
20170829,종로구,1.30
20170830,종로구,1.09
20170831,종로구,0.57
20170901,종로구,0.83
20170902,종로구,1.50
20170903,종로구,2.02
20170904,종로구,1.61
20170905,종로구,1.92
20170906,종로구,1.45
20170907,종로구,1.19
20170908,종로구,0.73
20170909,종로구,1.04
20170910,종로구,1.04
20170911,종로구,0.73
20170912,종로구,1.40
20170913,종로구,1.09
20170914,종로구,0.99
20170915,종로구,0.93
20170916,종로구,0.99
20170917,종로구,1.61
20170918,종로구,1.09
20170919,종로구,1.19
20170920,종로구,1.14
20170921,종로구,1.25
20170922,종로구,0.78
20170923,종로구,0.78
20170924,종로구,1.87
20170925,종로구,1.66
20170926,종로구,1.30
20170927,종로구,1.19
20170928,종로구,0.99
20170929,종로구,1.40
20170930,종로구,0.62
20171001,종로구,0.78
20171002,종로구,1.50
20171003,종로구,1.19
20171004,종로구,1.19
20171005,종로구,1.56
20171006,종로구,1.30
20171007,종로구,1.09
20171008,종로구,1.82
20171009,종로구,2.02
20171010,종로구,2.18
20171011,종로구,1.45
20171012,종로구,1.35
20171013,종로구,0.99
20171014,종로구,1.25
20171015,종로구,2.13
20171016,종로구,2.02
20171017,종로구,2.34
20171018,종로구,1.25
20171019,종로구,0.99
20171020,종로구,1.71
20171021,종로구,1.56
20171022,종로구,1.19
20171023,종로구,1.45
20171024,종로구,0.99
20171025,종로구,1.30
20171026,종로구,1.71
20171027,종로구,0.88
20171028,종로구,0.93
20171029,종로구,0.99
20171030,종로구,1.45
20171031,종로구,0.67
20171101,종로구,0.88
20171102,종로구,1.19
20171103,종로구,0.73
20171104,종로구,1.40
20171105,종로구,1.50
20171106,종로구,2.08
20171107,종로구,1.61
20171108,종로구,1.82
20171109,종로구,2.08
20171110,종로구,1.50
20171111,종로구,1.35
20171112,종로구,1.56
20171113,종로구,0.88
20171114,종로구,1.66
20171115,종로구,1.30
20171116,종로구,1.45
20171117,종로구,1.92
20171118,종로구,1.82
20171119,종로구,2.18
20171120,종로구,0.93
20171121,종로구,2.28
20171122,종로구,1.61
20171123,종로구,1.61
20171124,종로구,1.61
20171125,종로구,0.62
20171126,종로구,1.45
20171127,종로구,1.45
20171128,종로구,2.18
20171129,종로구,1.50
20171130,종로구,0.99
20171201,종로구,0.57
20171202,종로구,1.25
20171203,종로구,1.61
20171204,종로구,0.93
20171205,종로구,0.67
20171206,종로구,0.88
20171207,종로구,1.09
20171208,종로구,1.09
20171209,종로구,1.25
20171210,종로구,1.30
20171211,종로구,1.71
20171212,종로구,1.50
20171213,종로구,1.61
20171214,종로구,1.30
20171215,종로구,1.45
20171216,종로구,1.45
20171217,종로구,1.45
20171218,종로구,1.56
20171219,종로구,1.30
20171220,종로구,1.40
20171221,종로구,1.25
20171222,종로구,1.14
20171223,종로구,2.59
20171224,종로구,1.97
20171225,종로구,2.28
20171226,종로구,1.35
20171227,종로구,1.92
20171228,종로구,1.56
20171229,종로구,1.19
20171230,종로구,1.61
20171231,종로구,1.66
20180101,종로구,1.56
20180102,종로구,2.02
20180103,종로구,2.49
20180104,종로구,2.28
20180105,종로구,2.54
20180106,종로구,2.70
20180107,종로구,2.70
20180108,종로구,2.39
20180109,종로구,2.08
20180110,종로구,1.76
20180111,종로구,2.13
20180112,종로구,2.28
20180113,종로구,2.39
20180114,종로구,2.44
20180115,종로구,2.44
20180116,종로구,1.71
20180117,종로구,2.34
20180118,종로구,1.50
20180119,종로구,2.28
20180120,종로구,3.53
20180121,종로구,2.70
20180122,종로구,1.30
20180123,종로구,1.92
20180124,종로구,2.75
20180125,종로구,1.71
20180126,종로구,1.61
20180127,종로구,1.25
20180128,종로구,1.92
20180129,종로구,1.56
20180130,종로구,2.44
20180131,종로구,1.30
20180201,종로구,2.02
20180202,종로구,2.39
20180203,종로구,2.23
20180204,종로구,1.35
20180205,종로구,1.45
20180206,종로구,1.45
20180207,종로구,1.76
20180208,종로구,1.61
20180209,종로구,1.35
20180210,종로구,1.71
20180211,종로구,1.25
20180212,종로구,1.66
20180213,종로구,2.23
20180214,종로구,1.50
20180215,종로구,1.35
20180216,종로구,1.45
20180217,종로구,1.61
20180218,종로구,1.56
20180219,종로구,1.61
20180220,종로구,2.13
20180221,종로구,1.66
20180222,종로구,2.23
20180223,종로구,1.19
20180224,종로구,1.92
20180225,종로구,2.08
20180226,종로구,1.14
20180227,종로구,1.92
20180228,종로구,0.83
20180301,종로구,2.34
20180302,종로구,2.49
20180303,종로구,2.18
20180304,종로구,2.28
20180305,종로구,1.04
20180306,종로구,1.09
20180307,종로구,1.14
20180308,종로구,1.14
20180309,종로구,1.25
20180310,종로구,1.76
20180311,종로구,1.71
20180312,종로구,1.30
20180313,종로구,0.88
20180314,종로구,1.40
20180315,종로구,1.82
20180316,종로구,1.76
20180317,종로구,2.80
20180318,종로구,1.50
20180319,종로구,1.66
20180320,종로구,1.87
20180321,종로구,1.09
20180322,종로구,1.61
20180323,종로구,1.76
20180324,종로구,1.76
20180325,종로구,1.61
20180326,종로구,1.30
20180327,종로구,0.52
20180328,종로구,1.04
20180329,종로구,1.76
20180330,종로구,0.78
20180331,종로구,1.82
20180401,종로구,1.92
20180402,종로구,1.14
20180403,종로구,1.50
20180404,종로구,1.76
20180405,종로구,1.61
20180406,종로구,1.40
20180407,종로구,1.19
20180408,종로구,2.13
20180409,종로구,1.40
20180410,종로구,1.76
20180411,종로구,1.35
20180412,종로구,1.50
20180413,종로구,1.09
20180414,종로구,1.45
20180415,종로구,1.56
20180416,종로구,1.66
20180417,종로구,0.93
20180418,종로구,1.09
20180419,종로구,1.97
20180420,종로구,1.35
20180421,종로구,1.40
20180422,종로구,1.25
20180423,종로구,1.56
20180424,종로구,1.50
20180425,종로구,1.04
20180426,종로구,1.25
20180427,종로구,1.09
20180428,종로구,1.40
20180429,종로구,1.56
20180430,종로구,2.28
20180501,종로구,1.76
20180502,종로구,1.50
20180503,종로구,1.04
20180504,종로구,2.18
20180505,종로구,1.35
20180506,종로구,1.50
20180507,종로구,1.45
20180508,종로구,1.76
20180509,종로구,1.61
20180510,종로구,1.40
20180511,종로구,1.76
20180512,종로구,1.92
20180513,종로구,1.45
20180514,종로구,0.88
20180515,종로구,2.18
20180516,종로구,1.97
20180517,종로구,1.09
20180518,종로구,1.14
20180519,종로구,1.82
20180520,종로구,1.19
20180521,종로구,0.88
20180522,종로구,2.18
20180523,종로구,1.61
20180524,종로구,2.08
20180525,종로구,1.56
20180526,종로구,1.40
20180527,종로구,1.66
20180528,종로구,1.25
20180529,종로구,1.66
20180530,종로구,1.56
20180531,종로구,1.14
20180601,종로구,1.25
20180602,종로구,1.97
20180603,종로구,1.82
20180604,종로구,1.71
20180605,종로구,1.45
20180606,종로구,1.35
20180607,종로구,1.25
